id1,id2,id3,text,f1,f2,f3,f4,f5,f6,f7,f8
11929251856268803963,18311245923731433338,1721854510963196336,"Классный нож! Красивый, легкий, удобно лежит в руке. Заточка что надо, режет отлично. Немного разочарована тем, что по факту нож не оказался чем то эксклюзивным, т.к. при поиске по фото на вб выдает еще кучу похожих ножей. Получается как обычно, на китайское производство просто налепили свой логотип. Но если абстрагироваться от имени блогера, которого хотелось поддержать, покупкой довольна.",23,22,4.652173913043479,100,52,4.5,90,120
1402031352465270759,11491131582591891593,9276397251840000441,"Брюки хорошие, лёгкие. Прийдётся отрезать.  Просьба к продавца Если можно, то на рост 160 партию делать. Ведь не все высокие. Спасибо.",59,51,4.677966101694915,376,60,4.36968085106383,80,209
9756067920867315152,8018617705754313905,1134952065348043279,ну норм))),11,11,4.818181818181818,373,244,4.466487935656836,14,22
1879972438710985190,17539570109856154489,13756867877740550619,"Товар был плохого качества, поцарапанный, завернутый в странный пакет. Не принял товар, так через час и деньги списали за возврат",1,1,1.0,3,0,3.6666666666666665,2,3
12441005598678774480,3432211676743045931,6821363508913116661,"Пришла разбитая. Просто кошмар. Надеюсь, что за платный отказ вернут деньги",16,16,4.5625,361,121,3.595567867036011,118,239
10451371394900058742,16825265469223579740,4563653250273761989,Купила с бальзамом. Пользуюсь уже месяц. Волосы более мягкие и послушные. Хорошо укладываются. Продавца рекомендую 👍,205,10,4.824390243902439,3,0,5.0,238,354
228753626125555153,5558253364365694487,11129859721401673064,Бутылочка то хорошая  А вот в каком виде пришла-обидно конечно,7,7,3.7142857142857135,23,9,4.391304347826087,139,154
2104098450630439833,406989923142182176,9128344041145406561,кайфа даёт,9,9,4.444444444444445,124,0,4.82258064516129,114,183
12273620253395126679,12233522863590112472,14656904900145631878,👍отлично 👍👍👍,6,6,5.0,19,8,4.2631578947368425,38,58
14915995266515082638,5744560880778418477,2262225501759961727,Отказ. Поверхность как стекло на ощупь.,1,1,3.0,80,25,4.725,0,1
17379137923970192770,17272284832625605037,8160404367092487937,"За свою стоимость качество и нормально. Но пришлось вернуть слишком большие были, не рассчитала см.",2,2,3.0,164,23,4.280487804878049,6,7
8878741679381272123,6963647939731624059,2599226983617426975,"Не  соответстввет мощности . Очень слабый , оформили возврат и нам отказали дважды . Его не использовали по назначению и все равно отказ хотя по правам потребителя 2 недели есть на возврат .   Убидились , что надо заказывать на озоне , там проблем с возвратом нет .",1,1,1.0,294,122,3.421768707482993,7,8
5002269436549863957,570408289656093317,147494687329013625,"Очень качественно сшит. Нет изъянов. Хороший размер, объемный, много отделений.",40,2,5.0,9,16,4.555555555555555,13,43
337415025893221712,17313749408577611605,13691614630361060085,"Качество трикотажа очень хорошее, пошив тоже.",2,2,5.0,13,2,4.615384615384615,40,48
7211602434039389731,17312677487485542503,4418384912070712745,"Брала по рекомендации врача, результатом довольна.",2,2,5.0,1493,992,4.470194239785666,0,2
17085248260384533655,10194351473996941699,2458364962552053934,Не тот размер,1,1,5.0,117,79,4.564102564102564,1,20
374307116552524993,12770366232865015449,315719441211056387,Бистро порвались на пальце.,4,4,2.25,10,1,4.7,3,6
2321239294907042329,1363273858559903152,8463984859306483856,Товар пришёл без дефектов и хорошо упакован.,17,14,5.0,8,4,5.0,32,36
1168241147949791658,5550452331376472677,14429975858162524498,"Машинка перестала работать через 3 минуты использования,  включается,  лезвие крутится,  но катышки не срезает",1,1,1.0,4171,1190,4.697434667945337,2,2
14224732331517630061,3618250624428336850,518790586132298999,Отличный товар,3,3,3.6666666666666665,1056,258,4.834280303030303,68,89
9455477161780365505,7484716657609346489,8818535877144269085,Размер неподощел,2,2,5.0,7,7,3.2857142857142856,4,11
5829786700257675370,8902938389228906153,12155125135782450682,Просто бомба!!!!,2,2,5.0,22,2,4.181818181818182,8,11
7986044217692022593,14821337703587073734,2223376074081656174,"Первый раз сталкиваюсь с таким надувательством. Заказала 5 упаковок маркеров толщиной 3 мм, пришли 2 мм. Для меня это важно. Работаю в детском учебном центре, и совершенно необходимо, чтобы дети видели то, что пишет на доске учитель. Пришлось оформлять возврат и терять деньги. Претензия к продавцу, что надо указывать действительную характеристику товара, выкладывать соответствующее фото и вести честный бизнес. И, как видно из отзывов, я далеко не первая, и скорее всего не последняя. Может быть все-таки продавец сделает выводы?",1,1,1.0,7,1,2.857142857142857,0,5
7042525826881365514,3377668345735785756,12580249446629691272,"Отличная губка, спасибо.",50,43,4.8,191,10,4.837696335078534,104,132
13177061027481511402,6595073485018777246,15123516144979634006,Оыоырыгыоцрцныоцн,2,2,5.0,718,178,4.554317548746518,2,6
13024285408306039764,6261351654194124112,7156500302621220037,"Заказала ручку, а пришла система зажигания, поэтому отказ",1,1,1.0,14,0,4.714285714285714,5,8
4522845421532943620,8854574862207340241,4846498284303870694,"Рулетка работает,  понравилась, рекомендую",13,13,5.0,71,14,4.873239436619718,22,22
9937424061125384039,7382613133509132630,4457720168935518407,Отличные салфетки. Пришли аккуратно упакованные,41,40,4.609756097560975,99,17,4.808080808080808,77,91
13974002134562563324,9014488886648632870,5973287941210242510,Слишком маленький,2,2,3.0,742,389,4.574123989218329,10,13
7281534354978061913,3552958348137051174,14614593912552239166,здравствуйте.сеточки для парика нет.одна звезда,1,1,1.0,29,23,4.689655172413793,19,19
5905104018652160066,5957876770058732992,7715615707067664181,Очень плохой качество,2,2,1.0,3,0,3.333333333333333,0,2
1390239902697780154,177077082461823378,12712633552302916037,Отличный  MagSafe Battery Pack соответствует описанию.,5,4,5.0,9,7,4.111111111111111,22,27
1616213270476095282,12597688032564819314,3615071554302735217,Где инструкция по подключению? Вроде все рабочее но к телику не можем подключить🤬,2,2,3.0,75,21,4.053333333333334,48,144
8575167429781420166,17928670682954111475,2648918186185057521,Приятная штучка! Спасибо!,12,12,4.75,5324,1604,4.77610818933133,29,36
2214201326723402595,11478807825102247300,2648918186185057521,Все отлично!,21,21,5.0,2619,901,4.395801526717557,45,52
14645686270268209668,5525914555088446470,1071016779742801696,Удобная подставочка уже 3 заказала,22,21,4.090909090909091,3438,558,4.926992437463642,73,82
237631799936003226,18048216132505702644,8867550339093066334,"Фонарь хороший. Свет замечательный. Правда, первый фонарь был с изъяном. На проводе питания отошёл контакт. Оформил возврат без трудностей и сразу заказал другой.",15,15,4.733333333333333,45,13,4.466666666666667,99,157
10912443227689999441,3137339606149683109,11294934146387236230,Любимое было.,27,24,4.703703703703703,93,10,4.903225806451613,69,115
9266450377766320861,14403881403231859163,10862826276302340656,Шикарный набор для детского праздника.У нас был холодное сердце.Рекомендую к покупке.,25,25,5.0,9,1,4.222222222222222,15,49
14777657836099820532,12926506118895196009,3513580215046620544,Чебурашка не поет,39,33,3.076923076923077,123,28,3.991869918699187,280,791
9233553927994712005,5419263763571549015,12091097042869586474,"Самая лучшая косметика в мире, которую я пробывала!❤️🥰🫶🏻 Спасибо Ольге, за ее умение сделать ее на кухне😁 Кожа стала, как попка у младенца) А самое главное, что в составе натуральные  масла , при нанесении  не пачкают ни кровать, не одежду. Всем советую. Запах шикарен, мне понравился, это мой не первый мусс, они все 💣 💥 пушка💫",4,1,5.0,329,210,4.696048632218845,10,11
5148878724375754007,7538969631879821589,2411976139490851084,Нааолочки тонковаты. Но уена соотаетствует.,25,23,5.0,502,51,4.818725099601593,30,31
16547768343526127354,331755041371905386,89524856874974827,Такой корм нам назначили в ветеринарной клинике,18,18,5.0,41,5,4.878048780487805,29,50
11710136143297465925,12752916914305434091,9276397251840000441,"Пришли синего цвета , хотя мне принципиально было черного цвета. Причем на бирке было указано «черный цвет». Видимо невнимательно крепят бирки. Потому что до этого покупала такие же , но темно-синие . И на бирке был корректный цвет.  Прошу не снимать процент с выкупа, так как мне был принципиален цвет и пришел не тот",2,2,3.5,90,16,4.0777777777777775,5,28
18098938710825285874,11513453373280823882,18028875977760318431,Заказал несколько штук. На одной антенне сорвана резьба. А вообще все показатели соответствуют заявленным характеристикам. 3 режима мощности. Продавца рекомендую.,17,16,3.117647058823529,17,15,4.294117647058823,105,1709
2282600073496763803,18133600653684274181,11026915861466725031,Нормально в общем,1,1,5.0,437,27,4.453089244851259,8,8
12855487643569982229,14711445276559368329,2950906921435900001,"Не соответствует товар, вместо держателя прислали беспроводной аудиоресивер",1,1,1.0,196,47,4.454081632653061,4,8
5174834508419342599,16379096625242668860,16737513348961554471,"Хороший объектив, сначала не фокусировался, но потом все нормально! Фото яркие, чёткие!",86,79,4.453488372093023,45,18,4.155555555555556,164,183
15163582845128275312,16720936800967316088,16351792195234876872,Пришли 2 пары одни работают вторые нет,5,5,3.0,392,72,4.369897959183674,49,76
14782747415019422216,12909068231704962234,815378434367114826,"Сумка хорошая и качество тоже, особенно за такие деньги. Отказ так как фурнитура не была заклеена защитной пленкой, очень хорошо просматривались царапины. Очень жаль ещё потому что возврат платный",1,1,3.0,310,119,4.793548387096775,0,4
10761949368857704764,10380464729890422595,5825365837617050223,"Не засохшая, рисует хорошо и держится тоже",28,28,4.821428571428571,13719,2538,4.358772505284642,36,42
2281841916580229185,12629662258254360643,4729502085659009298,"Быстрая доставка, хороший вкус, брал жараф шпиль-манго, советую к покупке.",12,12,5.0,9,0,5.0,21,25
5294268764426472926,17815538527669724770,8223254633971568382,"пришла не та модель, сделали возврат меньше на 100 руб... хоть и не по моей вине . мой первый и последний заказ.",1,1,1.0,35,5,4.885714285714286,13,16
665336044313755821,1283231757338532403,7892308722807872006,Эффекта Вау конечно нет но нервничать стала меньше),19,18,5.0,135,11,4.666666666666667,54,91
9469134922561880841,1500754368432097106,14484200784271263541,"Контейнера хорошие, мне они очень помогут в моём производстве. Забрала не смотря на скол уголка, потому что пластмасс понимаю что не вечный. Для меня не критично, но может стоит обратить внимание на упаковку, для кого то будет возврат. Фото прилагаю",7,7,4.571428571428571,140,53,4.235714285714286,9,24
13163890858615483297,6394556973009843734,12636165674699970687,"Не плохая, но немного не понятно сшиты рукава, мех дешевит",2,1,1.5,54,22,4.444444444444445,0,3
5776013284360334771,409658727607972830,3497213468302892521,"Пришёл товар отличное состояние, товар просто супер по качеству👍",2,2,5.0,957,535,4.686520376175548,21,36
6688388752591647919,17908155600656137064,7510230592743034604,"Большое спасибо за быструю доставку. Беру не первый раз, качеством довольна, а особенно приятно было получить маленький подарок.",27,27,4.62962962962963,7,5,5.0,91,136
11403042880782121891,8779185476309822651,9703778055475465210,"Все приехало целое и хорошо упакованное, свои цели  хорошо  выполняет",12,10,4.75,165,23,4.793939393939394,23,35
625782249804846584,8480878322658881348,17212514273676674596,"Сами угги класс,но перезаказала 38 размер оказался большой.хотя свой 38",15,15,5.0,307,140,4.41042345276873,61,77
